attack_id,card_id,card_name,move_name,energies,energy_cost_count,damage,damage_per_energy,text,csv_cost_text,csv_damage_text
197,152,Raboot,Low Sweep,FIRE,1,30,30.0,,{R},30
198,152,Raboot,Combustion,FIRE;COLORLESS;COLORLESS,3,60,20.0,,{R}●●,60
199,153,Cinderace ex,Flare Strike,FIRE;COLORLESS;COLORLESS,3,280,93.33,"During your next turn, this Pokémon can’t use Flare Strike.",{R}●●,280
200,153,Cinderace ex,Garnet Volley,FIRE;FIGHTING;DARKNESS,3,0,0.0,This attack does 180 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{R}{F}{D},n/a
201,154,Lapras ex,Power Splash,WATER,1,0,0.0,This attack does 40 damage for each Energy attached to this Pokémon.,{W},40×
202,154,Lapras ex,Larimar Rain,WATER;PSYCHIC;METAL,3,0,0.0,Look at the top 20 cards of your deck and attach any number of Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck.,{W}{P}{M},n/a
203,155,Carracosta,Tidal Wave,WATER;WATER,2,150,75.0,,{W}{W},150
204,156,Crabominable,Haymaker,WATER;COLORLESS;COLORLESS;COLORLESS;COLORLESS,5,250,50.0,"During your next turn, this Pokémon can’t use Haymaker.",{W}●●●●,250
205,157,Chewtle,Headbutt,COLORLESS;COLORLESS;COLORLESS,3,60,20.0,,●●●,60
206,158,Drednaw,Hard Crunch,COLORLESS;COLORLESS;COLORLESS,3,80,26.67,"If your opponent’s Active Pokémon already has any damage counters on it, this attack does 80 more damage.",●●●,80
207,159,Veluza,Sonic Edge,COLORLESS;COLORLESS;COLORLESS;COLORLESS,4,110,27.5,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.,●●●●,110
208,160,Joltik,Jolting Charge,COLORLESS,1,0,0.0,"Search your deck for up to 2 Basic {G} Energy cards and up to 2 Basic {L} Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.",●,n/a
209,161,Galvantula ex,Charged Web,LIGHTNING;COLORLESS,2,110,55.0,"If your opponent’s Active Pokémon is a Pokémon {ex} or Pokémon {V}, this attack does 110 more damage.",{L}●,110
210,161,Galvantula ex,Fulgurite,GRASS;LIGHTNING;FIGHTING,3,180,60.0,"Discard all Energy from this Pokémon. During your opponent’s next turn, they can’t play any Item cards from their hand.",{G}{L}{F},180
211,162,Slowpoke,Dangle Tail,COLORLESS,1,0,0.0,Put a Pokémon from your discard pile into your hand.,●,n/a
212,162,Slowpoke,Tackle,PSYCHIC;COLORLESS,2,30,15.0,,{P}●,30
213,163,Slowking,Seek Inspiration,PSYCHIC;COLORLESS,2,0,0.0,"Discard the top card of your deck, and if that card is a Pokémon that doesn’t have a Rule Box, choose 1 of its attacks and use it as this attack. (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)",{P}●,n/a
214,163,Slowking,Super Psy Bolt,PSYCHIC;PSYCHIC;COLORLESS,3,120,40.0,,{P}{P}●,120
215,164,Comfey,Flower Shower,PSYCHIC,1,0,0.0,Each player draws 3 cards.,{P},n/a
216,164,Comfey,Play Rough,PSYCHIC,1,20,20.0,"Flip a coin. If heads, this attack does 20 more damage.",{P},20
217,165,Klink,Allure,COLORLESS,1,0,0.0,Draw a card.,●,n/a
218,165,Klink,Beam,COLORLESS;COLORLESS,2,20,10.0,,●●,20
219,166,Klang,Iron Tackle,COLORLESS;COLORLESS,2,60,30.0,This Pokémon also does 20 damage to itself.,●●,60
220,167,Klinklang,Hyper Ray,COLORLESS;COLORLESS,2,130,65.0,Discard all Energy from this Pokémon.,●●,130
221,168,Meltan,Knickknack Carrying,METAL,1,0,0.0,"Search your deck for a Pokémon Tool card, reveal it, and put it into your hand. Then, shuffle your deck.",{M},n/a
222,168,Meltan,Ram,METAL;COLORLESS,2,30,15.0,,{M}●,30
223,169,Duraludon,Hammer In,METAL,1,30,30.0,,{M},30
224,169,Duraludon,Raging Hammer,METAL;METAL;COLORLESS,3,80,26.67,This attack does 10 more damage for each damage counter on this Pokémon.,{M}{M}●,80
225,170,Archaludon,Iron Blaster,METAL;METAL;COLORLESS,3,160,53.33,"During your next turn, this Pokémon can’t use attacks.",{M}{M}●,160
226,171,Raging Bolt,Thunderburst Storm,LIGHTNING;FIGHTING,2,0,0.0,This attack does 30 damage to 1 of your opponent’s Pokémon for each Energy attached to this Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{L}{F},n/a
227,171,Raging Bolt,Dragon Headbutt,LIGHTNING;FIGHTING;COLORLESS,3,130,43.33,,{L}{F}●,130
228,172,Hoothoot,Triple Stab,COLORLESS,1,0,0.0,Flip 3 coins. This attack does 10 damage for each heads.,●,10×
229,173,Noctowl,Speed Wing,COLORLESS;COLORLESS,2,60,30.0,,●●,60
230,174,Fan Rotom,Assault Landing,COLORLESS,1,70,70.0,"If there is no Stadium in play, this attack does nothing.",●,70
231,175,Bouffalant,Boundless Power,COLORLESS;COLORLESS;COLORLESS,3,130,43.33,"During your next turn, this Pokémon can’t use attacks.",●●●,130
232,176,Terapagos ex,Unified Beatdown,COLORLESS;COLORLESS,2,0,0.0,"If you go second, you can’t use this attack during your first turn. This attack does 30 damage for each of your Benched Pokémon.",●●,30×
233,176,Terapagos ex,Crown Opal,GRASS;WATER;LIGHTNING,3,180,60.0,"During your opponent’s next turn, prevent all damage done to this Pokémon by attacks from Basic non-{C} Pokémon.",{G}{W}{L},180
234,177,Exeggcute,Precocious Evolution,COLORLESS,1,0,0.0,"If you go first, you can use this attack during your first turn. Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",●,n/a
235,178,Zarude,Leaf Drain,GRASS,1,20,20.0,Heal 20 damage from this Pokémon.,{G},20
236,178,Zarude,Jungle Whip,GRASS;GRASS;COLORLESS,3,80,26.67,You may put all Energy attached to this Pokémon into your hand to have this attack do 80 more damage.,{G}{G}●,80
237,179,Black Kyurem ex,Ice Age,COLORLESS;COLORLESS;COLORLESS,3,90,30.0,"If your opponent’s Active Pokémon is a {N} Pokémon, it is now Paralyzed.",●●●,90
238,179,Black Kyurem ex,Black Frost,WATER;WATER;COLORLESS;COLORLESS,4,250,62.5,This Pokémon also does 30 damage to itself.,{W}{W}●●,250
239,180,Bruxish,Big Bite,WATER;COLORLESS,2,50,25.0,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",{W}●,50
240,181,Quaxwell,Aqua Edge,WATER,1,40,40.0,,{W},40
241,182,Quaquaval,Hydro Splash,WATER;COLORLESS,2,120,60.0,,{W}●,120
242,183,Smoochum,Delightful Kiss,,0,0,,"Search your deck for up to 2 Basic {P} Energy cards and attach them to 1 of your Benched Pokémon. Then, shuffle your deck.",No cost,n/a
243,184,Latias ex,Eon Blade,PSYCHIC;PSYCHIC;COLORLESS,3,200,66.67,"During your next turn, this Pokémon can’t use attacks.",{P}{P}●,200
244,185,Flittle,Splashing Dodge,COLORLESS,1,10,10.0,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",●,10
245,186,Gimmighoul,Minor Errand-Running,COLORLESS,1,0,0.0,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",●,n/a
246,186,Gimmighoul,Tackle,COLORLESS;COLORLESS;COLORLESS,3,50,16.67,,●●●,50
247,187,Trapinch,Call for Family,COLORLESS,1,0,0.0,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.",●,n/a
248,187,Trapinch,Bite,FIGHTING;COLORLESS,2,20,10.0,,{F}●,20
249,188,Vibrava,Screech,COLORLESS,1,0,0.0,"During your next turn, the Defending Pokémon takes 50 more damage from attacks (after applying Weakness and Resistance).",●,n/a
250,188,Vibrava,Cutting Wind,FIGHTING;COLORLESS,2,50,25.0,,{F}●,50
251,189,Flygon ex,Reversing Storm,FIGHTING,1,130,130.0,You may switch this Pokémon with 1 of your Benched Pokémon.,{F},130
252,189,Flygon ex,Sonic Peridot,WATER;FIGHTING;METAL,3,0,0.0,This attack does 100 damage to each of your opponent’s Pokémon {ex} and Pokémon {V}. This attack’s damage isn’t affected by Weakness or Resistance.,{W}{F}{M},n/a
253,190,Archaludon ex,Metal Defender,METAL;METAL;METAL,3,220,73.33,"During your opponent’s next turn, this Pokémon has no Weakness.",{M}{M}{M},220
254,191,Gholdengo,Strike It Rich,METAL,1,30,30.0,"If this Pokémon evolved from Gimmighoul during this turn, this attack does 90 more damage.",{M},30
255,191,Gholdengo,Surf Back,COLORLESS;COLORLESS;COLORLESS,3,100,33.33,You may shuffle this Pokémon and all attached cards into your deck.,●●●,100
256,192,Iron Crown,Deleting Slash,METAL;COLORLESS,2,40,20.0,"If your opponent has 3 or more Benched Pokémon, this attack does 80 more damage.",{M}●,40
257,192,Iron Crown,Slicing Blade,METAL;COLORLESS;COLORLESS,3,100,33.33,,{M}●●,100
258,193,Alolan Exeggutor ex,Tropical Frenzy,GRASS;WATER,2,150,75.0,You may attach any number of Basic Energy cards from your hand to your Pokémon in any way you like.,{G}{W},150
259,193,Alolan Exeggutor ex,Swinging Sphene,GRASS;WATER;FIGHTING,3,0,0.0,"Flip a coin. If heads, Knock Out your opponent’s Active Basic Pokémon. If tails, Knock Out 1 of your opponent’s Benched Basic Pokémon.",{G}{W}{F},n/a
260,194,Altaria,Humming Charge,WATER,1,0,0.0,"Search your deck for up to 2 Basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.",{W},n/a
261,194,Altaria,Cotton Wings,WATER;METAL,2,100,50.0,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage done to this Pokémon by attacks.",{W}{M},100
262,195,Dialga,Time Manipulation,COLORLESS,1,0,0.0,"Search your deck for 2 cards, shuffle your deck, then put those cards on top of it in any order.",●,n/a
263,195,Dialga,Buster Tail,PSYCHIC;METAL;COLORLESS,3,160,53.33,,{P}{M}●,160
264,196,Turtonator,Fully Singe,FIRE,1,0,0.0,Discard an Energy from your opponent’s Active Pokémon {ex}.,{R},n/a
265,196,Turtonator,Steaming Stomp,FIGHTING;COLORLESS;COLORLESS,3,100,33.33,,{F}●●,100
266,197,Swablu,Disarming Voice,COLORLESS,1,10,10.0,Your opponent’s Active Pokémon is now Confused.,●,10
267,198,Durant ex,Vengeful Crush,GRASS;COLORLESS;COLORLESS,3,120,40.0,This attack does 30 more damage for each Prize card your opponent has taken.,{G}●●,120
268,199,Scatterbug,Call for Family,COLORLESS,1,0,0.0,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck.",●,n/a
269,200,Spewpa,Wander About,COLORLESS,1,0,0.0,Switch this Pokémon with 1 of your Benched Pokémon.,●,n/a
270,200,Spewpa,Tackle,GRASS,1,30,30.0,,{G},30
271,201,Wo-Chien,Hazardous Greed,GRASS;COLORLESS,2,20,10.0,"If there are 3 or fewer cards in your deck, this attack also does 120 damage to 2 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)",{G}●,20
272,201,Wo-Chien,Entangling Whip,GRASS;GRASS;COLORLESS,3,130,43.33,Discard the top 3 cards of your deck.,{G}{G}●,130
273,202,Victini,Flare,FIRE;COLORLESS,2,30,15.0,,{R}●,30
274,203,Skeledirge,Torcherto,FIRE;COLORLESS,2,60,30.0,This attack does 20 more damage for each Benched Pokémon (both yours and your opponent’s).,{R}●,60
275,204,Charcadet,Light Punch,FIRE,1,10,10.0,,{R},10
276,204,Charcadet,Flamethrower,FIRE;FIRE;COLORLESS,3,70,23.33,Discard an Energy from this Pokémon.,{R}{R}●,70
277,205,Scovillain ex,Spicy Rage,FIRE;FIRE,2,10,5.0,This attack does 70 more damage for each damage counter on this Pokémon.,{R}{R},10
278,206,Feebas,Leap Out,COLORLESS,1,0,0.0,Switch this Pokémon with 1 of your Benched Pokémon.,●,n/a
279,207,Milotic ex,Hypno Splash,WATER;COLORLESS;COLORLESS,3,160,53.33,Your opponent’s Active Pokémon is now Asleep.,{W}●●,160
280,208,Shellos,Sprinkle Water,COLORLESS;COLORLESS,2,30,15.0,,●●,30
281,209,Chien-Pao,Icicle Loop,WATER;WATER;COLORLESS,3,120,40.0,Put an Energy attached to this Pokémon into your hand.,{W}{W}●,120
282,210,Pikachu ex,Topaz Bolt,GRASS;LIGHTNING;METAL,3,300,100.0,Discard 3 Energy from this Pokémon.,{G}{L}{M},300
283,211,Magneton,Electric Ball,LIGHTNING;COLORLESS,2,40,20.0,,{L}●,40
284,212,Rotom,Crushing Pulse,LIGHTNING,1,0,0.0,Your opponent reveals their hand. Discard all Item cards and Pokémon Tool cards you find there.,{L},n/a
285,212,Rotom,Energy Short,LIGHTNING,1,0,0.0,This attack does 20 damage for each Energy attached to your opponent’s Active Pokémon.,{L},20×
286,213,Tapu Koko,Summon Lightning,COLORLESS,1,0,0.0,"Search your deck for up to 2 {L} Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",●,n/a
287,213,Tapu Koko,Prize Count,LIGHTNING;LIGHTNING;COLORLESS,3,90,30.0,"If you have more Prize cards remaining than your opponent, this attack does 90 more damage.",{L}{L}●,90
288,214,Togekiss,Speed Wing,COLORLESS;COLORLESS;COLORLESS,3,140,46.67,,●●●,140
289,215,Uxie,Painful Memories,PSYCHIC,1,0,0.0,Put 2 damage counters on each of your opponent’s Pokémon.,{P},n/a
290,216,Mesprit,Full Heart,COLORLESS,1,0,0.0,Attach up to 2 Basic {P} Energy cards from your hand to your Pokémon in any way you like.,●,n/a
291,216,Mesprit,Guardian Burst,PSYCHIC;PSYCHIC,2,160,80.0,"If you don’t have Uxie and Azelf on your Bench, this attack does nothing.",{P}{P},160
292,217,Azelf,Neurokinesis,PSYCHIC;COLORLESS,2,10,5.0,This attack does 10 more damage for each damage counter on all of your opponent’s Pokémon.,{P}●,10
293,218,Yamask,Mumble,PSYCHIC,1,10,10.0,,{P},10
294,218,Yamask,Petty Grudge,PSYCHIC;COLORLESS,2,20,10.0,,{P}●,20
295,219,Cofagrigus,Law of the Underworld,PSYCHIC,1,0,0.0,Put 6 damage counters on each Pokémon that has an Ability (both yours and your opponent’s).,{P},n/a
296,219,Cofagrigus,Spooky Shot,PSYCHIC;COLORLESS;COLORLESS,3,100,33.33,,{P}●●,100
297,220,Espurr,See Through,COLORLESS,1,0,0.0,Your opponent reveals their hand.,●,n/a
298,220,Espurr,Psyshot,PSYCHIC;COLORLESS,2,20,10.0,,{P}●,20
299,221,Meowstic,Psyshot,PSYCHIC;COLORLESS;COLORLESS,3,80,26.67,,{P}●●,80
300,222,Dedenne,Electromagnetic Sonar,COLORLESS,1,0,0.0,Put a Trainer card from your discard pile into your hand.,●,n/a
301,222,Dedenne,Gnaw,PSYCHIC,1,30,30.0,,{P},30
302,223,PalossandEX,Sand Tomb,COLORLESS;COLORLESS;COLORLESS,3,160,53.33,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",●●●,160
303,223,PalossandEX,Barite Jail,WATER;PSYCHIC;FIGHTING,3,0,0.0,Put damage counters on each of your opponent’s Benched Pokémon until its remaining HP is 100.,{W}{P}{F},n/a
304,224,Annihilape,Tantrum,FIGHTING,1,130,130.0,This Pokémon is now Confused.,{F},130
305,224,Annihilape,Destined Fight,FIGHTING;COLORLESS,2,0,0.0,Both Active Pokémon are Knocked Out.,{F}●,n/a
306,225,Gastrodon,Mud Shot,FIGHTING;COLORLESS;COLORLESS,3,80,26.67,,{F}●●,80
307,226,Koraidon,Unrelenting Onslaught,COLORLESS;COLORLESS,2,30,15.0,"If 1 of your other Ancient Pokémon used an attack during your last turn, this attack does 150 more damage.",●●,30
308,226,Koraidon,Hammer In,FIGHTING;FIGHTING;COLORLESS,3,110,36.67,,{F}{F}●,110
309,227,Deino,Stomp Off,DARKNESS,1,0,0.0,Discard the top card of your opponent’s deck.,{D},n/a
310,227,Deino,Bite,DARKNESS;COLORLESS,2,20,10.0,,{D}●,20
311,228,Zweilous,Stomp Off,DARKNESS,1,0,0.0,Discard the top 2 cards of your opponent’s deck.,{D},n/a
312,228,Zweilous,Darkness Fang,DARKNESS;COLORLESS;COLORLESS,3,60,20.0,,{D}●●,60
313,229,Hydreigon ex,Crashing Headbutt,DARKNESS;COLORLESS,2,200,100.0,Discard the top 3 cards of your opponent’s deck.,{D}●,200
314,229,Hydreigon ex,Obsidian,PSYCHIC;DARKNESS;METAL;COLORLESS,4,130,32.5,This attack also does 130 damage to 2 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{P}{D}{M}●,130
315,230,Pecharunt,Poison Chain,DARKNESS;COLORLESS,2,10,5.0,"Your opponent’s Active Pokémon is now Poisoned. During your opponent’s next turn, that Pokémon can’t retreat.",{D}●,10
316,231,Tatsugiri ex,Surprise Pump,FIRE;WATER,2,100,50.0,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.,{R}{W},100
317,231,Tatsugiri ex,Cinnabar Lure,FIRE;WATER;DARKNESS,3,0,0.0,Look at the top 10 cards of your deck. You may put any number of Pokémon you find there onto your Bench. Shuffle the other cards back into your deck.,{R}{W}{D},n/a
318,232,Slaking ex,Great Swing,COLORLESS;COLORLESS,2,280,140.0,Discard an Energy from this Pokémon.,●●,280
319,233,Bouffalant,Ready to Ram,COLORLESS;COLORLESS,2,40,20.0,"During your opponent’s next turn, if this Pokémon is damaged by an attack (even if this Pokémon is Knocked Out), put 6 damage counters on the Attacking Pokémon.",●●,40
320,233,Bouffalant,Smashing Headbutt,COLORLESS;COLORLESS;COLORLESS;COLORLESS,4,150,37.5,Discard 2 Energy from this Pokémon.,●●●●,150
321,234,Terapagos,Prism Charge,COLORLESS,1,0,0.0,"Search your deck for up to 3 Basic Energy cards of different types and attach them to your Tera Pokémon in any way you like. Then, shuffle your deck.",●,n/a
322,234,Terapagos,Hard Tackle,COLORLESS;COLORLESS;COLORLESS,3,100,33.33,,●●●,100
323,235,Budew,Itchy Pollen,,0,10,,"During your opponent’s next turn, they can’t play any Item cards from their hand.",No cost,10
324,236,Leafeon ex,Verdant Storm,GRASS;COLORLESS,2,0,0.0,This attack does 60 damage for each Energy attached to all of your opponent’s Pokémon.,{G}●,60×
325,236,Leafeon ex,Moss Agate,GRASS;FIRE;WATER,3,230,76.67,Heal 100 damage from each of your Benched Pokémon.,{G}{R}{W},230
326,237,Cottonee,Triple Spin,GRASS,1,0,0.0,Flip 3 coins. This attack does 10 damage for each heads.,{G},10×
327,238,Whimsicott,Seed Bomb,GRASS,1,40,40.0,,{G},40
328,239,Flareon ex,Burning Charge,FIRE;COLORLESS,2,130,65.0,"Search your deck for up to 2 Basic Energy cards and attach them to 1 of your Pokémon. Then, shuffle your deck.",{R}●,130
329,239,Flareon ex,Carnelian,FIRE;WATER;LIGHTNING,3,280,93.33,"During your next turn, this Pokémon can’t use attacks.",{R}{W}{L},280
330,240,Seaking,Rapid Draw,COLORLESS,1,60,60.0,Draw 2 cards.,●,60
331,241,Vaporeon ex,Severe Squall,WATER;COLORLESS,2,0,0.0,This attack does 60 damage to each of your opponent’s Pokémon {ex}. This attack’s damage isn’t affected by Weakness or Resistance.,{W}●,n/a
332,241,Vaporeon ex,Aquamarine,FIRE;WATER;LIGHTNING,3,280,93.33,"During your next turn, this Pokémon can’t use attacks.",{R}{W}{L},280
333,242,Feebas,Flail,WATER,1,0,0.0,This attack does 10 damage for each damage counter on this Pokémon.,{W},10×
334,243,Glaceon ex,Frost Bullet,WATER;COLORLESS,2,110,55.0,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{W}●,110
335,243,Glaceon ex,Euclase,GRASS;WATER;DARKNESS,3,0,0.0,Knock Out 1 of your opponent’s Pokémon that has exactly 6 damage counters on it.,{G}{W}{D},n/a
336,244,Jolteon ex,Flashing Spear,LIGHTNING;COLORLESS,2,60,30.0,You may discard up to 2 Basic Energy from your Benched Pokémon. This attack does 90 more damage for each card you discarded in this way.,{L}●,60
337,244,Jolteon ex,Dravite,FIRE;WATER;LIGHTNING,3,280,93.33,"During your next turn, this Pokémon can’t use attacks.",{R}{W}{L},280
338,245,Alakazam,Strange Hacking,PSYCHIC,1,0,0.0,Your opponent’s Active Pokémon is now Confused. You may move any number of damage counters on your opponent’s Pokémon to their other Pokémon in any way you like.,{P},n/a
